user_name,user_id,video_id,video_desc,video_time,video_length,video_link,n_likes,n_shares,n_comments,n_plays
yungblores,6769757038870037510,6890658740832455942,It’s that time of the month! #gaslighting,1604356542,37,https://www.tiktok.com/@yungblores/video/6890658740832455942?lang=en,30000,1205,218,137800
justine_snacks,6792968742324061190,6862368037895425286,if @scheana sees this I will DIE #vanderpumprules #bravotv #goatcheeseballs,1597769573,47,https://www.tiktok.com/@justine_snacks/video/6862368037895425286?lang=en,29200,2164,452,354400
onii_tan,6602799179797856262,6886192746470706437,"it’s not really purple, but still do so pretty! #homecafe #drinks #aesthetic",1603316734,32,https://www.tiktok.com/@onii_tan/video/6886192746470706437?lang=en,2300000,32400,13700,7700000
hawkhatesyou,6616701028941971461,6890388079870315781,missin @bjthequeentiktok a lot today,1604293552,13,https://www.tiktok.com/@hawkhatesyou/video/6890388079870315781?lang=en,489300,1244,817,3000000
pinkcowgirlhat,6783859291365049350,6887350492347878661,it’s the fall cooking for me,1603586286,10,https://www.tiktok.com/@pinkcowgirlhat/video/6887350492347878661?lang=en,247700,17800,1488,2400000
partyshirt,6689853951518737414,6878350751861656838,Sorry I had to school y’all with scientific lingo,1601490875,12,https://www.tiktok.com/@partyshirt/video/6878350751861656838?lang=en,1300000,43300,7010,7400000
rugbrat69,6768127197431858181,6879633655199845637,reposting bc tiktok hq is scared of the power my message holds #Duet #CollegeGotMeLike #body #fyp ##CTCVoiceBox #theywillnotsilenceme,1601789598,42,https://www.tiktok.com/@rugbrat69/video/6879633655199845637?lang=en,88800,1111,554,285000
ninzz0108,6622612940431048710,6889565977663589637,👑👑,1604102116,14,https://www.tiktok.com/@ninzz0108/video/6889565977663589637?lang=en,1600000,27500,11100,10300000
malorytowersirl,6878206369704231938,6885765066189262081,joined at the hip #boardingschool #anxiety #oohahh #mentalwealth,1603217114,10,https://www.tiktok.com/@malorytowersirl/video/6885765066189262081?lang=en,392400,6772,3890,1300000
transformativechi,6769441272987796486,6889968406569815297,I’ve been working on this collection forever. I hope you love ✨🔒 #ZAHLIISLEEP,1604195782,10,https://www.tiktok.com/@transformativechi/video/6889968406569815297?lang=en,6663,91,92,35800
amandyuhh,5661412,6889971495125224710,tinker bell but make her ✨latina✨😳🙈 #fyp #halloween,1604196530,22,https://www.tiktok.com/@amandyuhh/video/6889971495125224710?lang=en,186100,1134,726,639400
p1ssf4g,6843840835747333126,6886566197840645382,,1603403684,6,https://www.tiktok.com/@p1ssf4g/video/6886566197840645382?lang=en,51100,1211,254,339800
sydneyj_323,6684437302423503877,6889643640721771781,@dallascowboys consider this my audition tape,1604120218,15,https://www.tiktok.com/@sydneyj_323/video/6889643640721771781?lang=en,63200,668,521,600400
kyrakilla,6641234507415814149,6889282124797447425,Jumpin thru hoops🕴🏻ib: @ageorama #HalloweenLook #MyPFP #YouWantMore #WeWinTogether #ShowUpShowOff #fyp #positions,1604035994,11,https://www.tiktok.com/@kyrakilla/video/6889282124797447425?lang=en,1700000,32500,11100,10400000
jorduuu,6766290974983816198,6889872452332080390,Halloween costume 🤠,1604173474,10,https://www.tiktok.com/@jorduuu/video/6889872452332080390?lang=en,4346,35,60,34300
avarudawsky,6763798535780795397,6889787674241109253,How’d I do? #thatshot #halloween2020 #parishilton @parishilton,1604153772,14,https://www.tiktok.com/@avarudawsky/video/6889787674241109253?lang=en,37900,897,297,193300
charlottedalessio,6715534421137081349,6889635359060200709,hey @oliviagobrien,1604118283,10,https://www.tiktok.com/@charlottedalessio/video/6889635359060200709?lang=en,120200,1253,535,978000
robertdowneyweeniehutjr,6812104479032493062,6889575910173871365,Am I wrong #fyp #WellDone #WeWinTogether #jerseyshore,1604104429,37,https://www.tiktok.com/@robertdowneyweeniehutjr/video/6889575910173871365?lang=en,91300,3605,1019,527400
boopbeepbopbop,6737090738582406150,6889624611139423494,part whatever this is my new finsta,1604115774,59,https://www.tiktok.com/@boopbeepbopbop/video/6889624611139423494?lang=en,334300,621,673,959500
fionajordann277,6785905470941316101,6888828276228295942,,1603930356,37,https://www.tiktok.com/@fionajordann277/video/6888828276228295942?lang=en,694600,44000,10200,2600000
josewvy,6767842641834755078,6888911383879109894,And tha kumbiq kingz are back 😳 @babenatee #cumbia #mexican #fyp #4yp,1603949781,15,https://www.tiktok.com/@josewvy/video/6888911383879109894?lang=en,366200,7883,3664,1500000
jen_nicole33,6804271515363132422,6888845998760676613,Tae did her best to make a good impression on night 1 which means it can only go downhill from here. @bachelornationabc #Animation #fyp #tiktokfood,1603934482,55,https://www.tiktok.com/@jen_nicole33/video/6888845998760676613?lang=en,383000,6198,2554,2100000
l.u.c.a.s.h,6667689655104847878,6888856021146684678,Okay okay imma admit it #fyp #trending #simp #imy,1603936818,10,https://www.tiktok.com/@l.u.c.a.s.h/video/6888856021146684678?lang=en,420500,48800,7341,1900000
radburrit0,6784455723855987717,6884003808666569990,But that’s just life baby #fyp #DialItForward #dumped,1602807076,4,https://www.tiktok.com/@radburrit0/video/6884003808666569990?lang=en,12600,142,55,546900
aangeliiquee,6781658352272327685,6856534355171413254,I’ve never tried so hard on a tik tok plz don’t let it flop #fyp #InMyAEJeans #UmbrellaChallenge #tiktokfashion #fashion #ootd #fashionedit,1596411315,15,https://www.tiktok.com/@aangeliiquee/video/6856534355171413254?lang=en,48,0,9,357
thisispeachtree,6823868906684548101,6884622005832912133,the house tour no one asked for,1602951027,50,https://www.tiktok.com/@thisispeachtree/video/6884622005832912133?lang=en,515900,6813,4432,1800000
soochie6,6818957244622750726,6883497976510123266,How the members of ‘The Beatles’ will vote in the upcoming Presidential Election #thebeatles #paulmccartney #johnlennon #heyjude,1602689266,46,https://www.tiktok.com/@soochie6/video/6883497976510123266?lang=en,369800,13200,3643,1500000
davideli,6762188465217946629,6888845904426634502,arctic monkey fans will recognize this one       #fyp #foryou #guitar,1603934460,21,https://www.tiktok.com/@davideli/video/6888845904426634502?lang=en,92300,3436,3866,251300
beastkoby,57855712080437249,6882114289948167429,Lol W💫💫 #foryou,1602367134,10,https://www.tiktok.com/@beastkoby/video/6882114289948167429?lang=en,275300,12700,2463,1200000
itsliterallyjakeruth,6761636426390291462,6887635420071431429,AYO everyone shut the h*ck up!! the #curiousgeorge theme song is playing,1603652622,14,https://www.tiktok.com/@itsliterallyjakeruth/video/6887635420071431429?lang=en,55100,1201,759,215100
fakejennyhumphrey,6717330534151799813,6888560928346918150,individuality complexes can literally ruin so much for yourself tbh,1603868243,58,https://www.tiktok.com/@fakejennyhumphrey/video/6888560928346918150?lang=en,24400,153,266,143400
soupyjake,6532022019783917569,6881392178581540102,#mordecai,1602199001,15,https://www.tiktok.com/@soupyjake/video/6881392178581540102?lang=en,346100,7435,3105,1300000
karinerino,6822773228446090246,6888148183399107845,i got too many maid outfits gonna rate them all 7/10 from the front,1603772023,13,https://www.tiktok.com/@karinerino/video/6888148183399107845?lang=en,72300,2248,1203,577500
tweevilsss,6831582712199169030,6884614773812514049,#fyp 🧚🏻🧚🏻‍♀️,1602949290,15,https://www.tiktok.com/@tweevilsss/video/6884614773812514049?lang=en,43900,984,217,221100
mariaskakun,6703996815514108933,6886284789951909125,#keyhanger #rock #musiciansoftiktok  #marshall #musician #musicianhumor #fyp,1603338170,10,https://www.tiktok.com/@mariaskakun/video/6886284789951909125?lang=en,205800,8030,1536,2100000
evan_soy,6627563841712947206,6879602683825687814,If I hear this argument one more time imma snap #politics #trump #biden  #fyp,1601782359,48,https://www.tiktok.com/@evan_soy/video/6879602683825687814?lang=en,460200,27900,9223,2200000
isabellearmstrong,4402586,6888396583776341253,Pitcher recipe from my last video! Enjoy 😗 #MyCostume #exprESSIEyourself #MicellarRewind #drinks #drink,1603829845,22,https://www.tiktok.com/@isabellearmstrong/video/6888396583776341253?lang=en,70000,5522,0,566400
kohcooking,6644169394979684354,6888497600442518785,リラックマ寒そう🥺❤ お布団かけなきゃね🥰 #リラックマ #tiktok教室 #オムレツ,1603853334,13,https://www.tiktok.com/@kohcooking/video/6888497600442518785?lang=en,5500000,208100,59600,45400000
peripheralvision,6814899650614215686,6884661339491503365,#fyp #poppunk #emomusic #midwestemo,1602960164,13,https://www.tiktok.com/@peripheralvision/video/6884661339491503365?lang=en,15400,543,740,87600
friedtofulover,212138784774279168,6887254041550654721,#greenscreen took this from @damselindata hehe #computerscience #cs #compsci #womeninstem #tech #college,1603563793,14,https://www.tiktok.com/@friedtofulover/video/6887254041550654721?lang=en,7453,196,161,83900
coolsexysadscorpio,6647528591443836934,6888067367088311558,I’m rewatching laughing how tf do my eyes look so dead. 💌☠️,1603753193,15,https://www.tiktok.com/@coolsexysadscorpio/video/6888067367088311558?lang=en,42100,2266,494,170200
kati.burch,6730743654523143174,6887416068206251269,But jk #TikTokFood #HeinzHalloween #club #fyp #viral #foryou,1603601567,10,https://www.tiktok.com/@kati.burch/video/6887416068206251269?lang=en,209900,10300,1824,1200000
friedtofulover,212138784774279168,6888418179417132290,The other half of my brain ♥️♥️♥️ #Cs #computerscience #college #relationshipgoals #love #MyCostume #fyp #compsci,1603834841,11,https://www.tiktok.com/@friedtofulover/video/6888418179417132290?lang=en,28500,1032,428,174800
katerina.rozmajzl,6692127510053012486,6888450019377073414,@mariannarozmajzl @victoria.rozmajzl @alexirozmajzl,1603842285,13,https://www.tiktok.com/@katerina.rozmajzl/video/6888450019377073414?lang=en,1000000,18900,12900,5600000
therealjonte,9137507,6888084335736491269,Lol idek anymore #fyp #spanish #foryoupage #foryou #Yellow #bilingual #xyzbca #panama #mexico #dominican #colombia #puertorico #cuba #hispanic #latino,1603757139,23,https://www.tiktok.com/@therealjonte/video/6888084335736491269?lang=en,64900,1731,597,358700
rileyhubatka,1105319,6888381070144703750,,1603826234,15,https://www.tiktok.com/@rileyhubatka/video/6888381070144703750?lang=en,945100,4711,10200,4400000
nayab.xo,6643916901444419590,6887615780020653313,#greenscreen #brownmoms #pleasestop #fyp #viral,1603648017,15,https://www.tiktok.com/@nayab.xo/video/6887615780020653313?lang=en,83800,5027,459,402400
internetexploder,6725138719269553158,6878075564167548162,,1601426763,19,https://www.tiktok.com/@internetexploder/video/6878075564167548162?lang=en,53900,445,311,179800
connor.gr33n,6677479080202454022,6887644504019504390,Nice to meet you..😛😛😛#papichulo #foryoupage #foryou #fyp,1603654735,16,https://www.tiktok.com/@connor.gr33n/video/6887644504019504390?lang=en,237500,4380,3743,964100
spencejedi,6777848738058044421,6886111950699236613,If you would peg my co worker duet this video. #fyp #xyz#skatelife,1603297940,15,https://www.tiktok.com/@spencejedi/video/6886111950699236613?lang=en,277200,2676,3070,1300000
yorazzy,6758912965933810693,6887626959724055809,Straight to the gc 😭 #fyp #foryou #foryoupage #trending #viral #funny #xyzbca #desi,1603650620,11,https://www.tiktok.com/@yorazzy/video/6887626959724055809?lang=en,316200,19500,2826,1900000
tibtoe,6755642174774412294,6887324479115037958,We did that @gabriella_318 @leanna_rivera @vic.tori.a13 #fyp #thecheetahgirls #halloween #halloweencostume,1603580235,15,https://www.tiktok.com/@tibtoe/video/6887324479115037958?lang=en,77600,3594,679,550200
theglolita,6563334812131196934,6887933475559640325,#duet with @join_jules yea❤️,1603722066,13,https://www.tiktok.com/@theglolita/video/6887933475559640325?lang=en,454000,17700,1273,2900000
ashleycoburn2,6745955514792952838,6885811411851824389,#fyp #maximalism #interier #viral HAHA 😆 welcome to my home filled with tons of things,1603227932,23,https://www.tiktok.com/@ashleycoburn2/video/6885811411851824389?lang=en,94300,1894,522,381300
seanschutt69,6739284514075837445,6885516778743680262,,1603159342,37,https://www.tiktok.com/@seanschutt69/video/6885516778743680262?lang=en,463500,8190,6018,2000000
__vanassa__,6725210814640489478,6879119404559322370,I always wonder if anybody else notices that I’m doing this LMAOOO #fyp #foryou #tourettes,1601669800,19,https://www.tiktok.com/@__vanassa__/video/6879119404559322370?lang=en,324700,9449,15200,1400000
bwarii,6646332993663762438,6885035830264515842,Some waiters get really mad  ..🙃.  #africansinamerica,1603047326,40,https://www.tiktok.com/@bwarii/video/6885035830264515842?lang=en,130400,815,905,472900
by_raea,6777854336204129286,6887353998614072582,🍸photoshoot w @sophiachacon_  #fyp #HeinzHalloween #film #photoshoot #tiktokfood,1603587103,26,https://www.tiktok.com/@by_raea/video/6887353998614072582?lang=en,527200,7462,2784,2500000
aintsick3,6622393477505646598,6887275651443805441,:/ #fyp,1603568825,59,https://www.tiktok.com/@aintsick3/video/6887275651443805441?lang=en,62300,433,366,419100
ms_hotty,6764237396097221637,6882164137833630982,"my outfit on any given day is more important than dijkstra's algorithm, agree? #i #am #a #leo",1602378738,14,https://www.tiktok.com/@ms_hotty/video/6882164137833630982?lang=en,2963,48,41,26700
teriyakimegan,6735923046111183878,6884355020905565446,"i had to make a tutorial for my theater class so here it is, asian food abominations #college #fyp #cooking",1602888845,58,https://www.tiktok.com/@teriyakimegan/video/6884355020905565446?lang=en,232300,3842,796,798600
groovyvampire,6615786001518313478,6875748583652510982,all of my friends are so beautiful🥺 #fyp #itgirls,1600885013,57,https://www.tiktok.com/@groovyvampire/video/6875748583652510982?lang=en,68100,959,724,292000
jessicatvoiceover,6765897374998103046,6886604823442115845,A special dressing of prieto video for @rena.loveman 💜 We hope you love it as much as we do #fyp #catsoftiktok,1603412675,33,https://www.tiktok.com/@jessicatvoiceover/video/6886604823442115845?lang=en,451200,24700,5041,2300000
mattmartinezstyles,6734087021554549766,6886273637091986694,Zoom University ain’t it,1603335570,9,https://www.tiktok.com/@mattmartinezstyles/video/6886273637091986694?lang=en,131300,9885,1097,507900
munchy_monk,6815682390229287941,6886589367591259397,I’m aware that I look like many people #lookalike #leavemealone  #swag,1603409080,22,https://www.tiktok.com/@munchy_monk/video/6886589367591259397?lang=en,1600000,41000,31000,5800000
iwantafrankoceanalbum,6783800034997224453,6886519671944776965,,1603392861,30,https://www.tiktok.com/@iwantafrankoceanalbum/video/6886519671944776965?lang=en,492200,23600,3599,1600000
thekoreanvegan,6772515293988520966,6886092822961851653,IB: @perezhilton #showyourtruecolors #tiktokcooks #foodtiktok #mukbang #fyp #fypシ #vegan #breadtok #baking #learnontiktok #storytime #lovestory,1603293501,59,https://www.tiktok.com/@thekoreanvegan/video/6886092822961851653?lang=en,754900,4716,1593,3300000
christianvierling,6727331521071629317,6882830432782519557,#fyp #RhymePOV what do you think?,1602533880,58,https://www.tiktok.com/@christianvierling/video/6882830432782519557?lang=en,31400,1406,459,163200
zzhilton,6670611075253911557,6885606729241971974,So freaking bored with life I had to take it out on my hair. Is this a mullet or a shag cut idk but $wag for sure #ProblemSolved ￼,1603180545,22,https://www.tiktok.com/@zzhilton/video/6885606729241971974?lang=en,943500,10200,6239,4500000
tanechkaozolina,6763582847469274118,6885210958545964290,"продолжи фразу:«ДЕЛУ ВРЕМЯ, А ПОТЕХЕ-....»🤪 #мотоТаня #снова_в_путь #тиктокиграет",1603088102,13,https://www.tiktok.com/@tanechkaozolina/video/6885210958545964290?lang=en,5600000,71200,30900,44000000
ybndev,6605779706489438214,6883937855056530694,This is one of my best creations please get the joke 🙏🏽 #kittycat #shrodinger #science #certified,1602791734,9,https://www.tiktok.com/@ybndev/video/6883937855056530694?lang=en,96300,4804,928,578700
swagatronforever,78063466682478592,6886183154231659781,we’re just built different,1603314501,59,https://www.tiktok.com/@swagatronforever/video/6886183154231659781?lang=en,267100,2881,1052,1100000
ellamcfadin,6781540807394444294,6886088586651766022,East Village Apartment Tour #nyc #decor #apartment #tour #newyorkcity #fyp #foryoupage,1603292508,20,https://www.tiktok.com/@ellamcfadin/video/6886088586651766022?lang=en,97900,3616,1303,677900
lolaith,6615242404982620166,6885903355441466630,I could not tell you a single thing that is going on in my online classes #college #onlineschool #zoom,1603249365,5,https://www.tiktok.com/@lolaith/video/6885903355441466630?lang=en,214100,14500,951,1500000
h2garza1,6710346763612980229,6884744765611576582,if you’re H*me Dep*t and you saw this... no u didnt,1602979590,5,https://www.tiktok.com/@h2garza1/video/6884744765611576582?lang=en,113100,1297,371,1000000
lelegenevieve,6711995921519756293,6885800594016259334,This is probably my favorite thing I’ve ever done lmao i do this all the time #cs #engineering #coding #programmer #womeninstem,1603225410,5,https://www.tiktok.com/@lelegenevieve/video/6885800594016259334?lang=en,6996,43,78,57300
mavardi,6773119936451183622,6881282433380142338,Háganlo y me cuentan que les dicenn😂😂😂😂 #reaccion #prank #couple,1602173420,15,https://www.tiktok.com/@mavardi/video/6881282433380142338?lang=en,116800,335,115,1300000
chrissychlapecka,6716304138995794949,6885427063843589382,self explanatory ❤️ #fyp #hi #ihatecapitalism #men #suck #ily,1603138460,43,https://www.tiktok.com/@chrissychlapecka/video/6885427063843589382?lang=en,796200,27200,8074,2700000
newt,6733370819634594822,6876240599272508678,Ratatouille 😈‼️🍆🥒🐀👌🏼,1600999560,56,https://www.tiktok.com/@newt/video/6876240599272508678?lang=en,2600000,18000,11500,9400000
more4lessresumes,6856491221566129157,6885359664825896198,Which one should I do next? more4lessresumes.com,1603122779,29,https://www.tiktok.com/@more4lessresumes/video/6885359664825896198?lang=en,34200,3729,619,273100
xoxoleonkarssen,6884591838407296006,6884946003665997062,"so yummy, nutritious, and great for a thin tummy #sugarfree #beinspired #spookytreats #artober #fyp #coffeeart #secretrecipe #coffeeaddict #guiltfree",1603026585,16,https://www.tiktok.com/@xoxoleonkarssen/video/6884946003665997062?lang=en,25600,296,606,202100
ddiggins,6720369458358010885,6883569506237648133,Interact to stay on #rug tiktok,1602705959,20,https://www.tiktok.com/@ddiggins/video/6883569506237648133?lang=en,36900,679,367,275200
kolladoo,6807917636417963014,6885044904926432517,fitness #fyp #asian,1603049478,10,https://www.tiktok.com/@kolladoo/video/6885044904926432517?lang=en,90900,1511,780,552400
gemaandana,6809826876795913222,6879484033948994822,Sorry mom 🤪 #fyp #foryou #mexico #chicago #CollegeGotMeLike,1601754728,11,https://www.tiktok.com/@gemaandana/video/6879484033948994822?lang=en,204000,1902,1008,733400
woahitstorijackson,6735878135537714181,6879400800460770565,More drafts for you,1601735384,31,https://www.tiktok.com/@woahitstorijackson/video/6879400800460770565?lang=en,324400,6333,2281,1900000
xermaneofficial,6804952338353292294,6882469467578699014,lmao why am i just noticing how weird it is #latino #bilingual #viral #elgusanito,1602449835,33,https://www.tiktok.com/@xermaneofficial/video/6882469467578699014?lang=en,113000,3171,1435,405500
ginaxmontana,6626839321793298438,6885058025833434374,And that’s on idolizing Pamela Anderson at 15❤️  #greenscreen #fyp,1603052535,14,https://www.tiktok.com/@ginaxmontana/video/6885058025833434374?lang=en,144300,750,348,667400
johnnycodes,6824133295149777926,6885154172677721349,I was weak making this 😭 #coderlife #csmajorsoftiktok #stemmajorsoftiktok #stemmen #stemgirls #codepeople,1603074924,11,https://www.tiktok.com/@johnnycodes/video/6885154172677721349?lang=en,22900,1448,303,148300
jessierabbit123,96621014071066624,6877329837124504837,Count 1234 5678 or 123-Tap or 123-stop (whichever you prefer its up to you) just have fun! #fypシ #bachata #fyp foryou,1601253167,15,https://www.tiktok.com/@jessierabbit123/video/6877329837124504837?lang=en,919000,24300,5184,5200000
ughmarleny,52693535740678144,6880309256822787334,,1601946861,19,https://www.tiktok.com/@ughmarleny/video/6880309256822787334?lang=en,11000,233,460,43500
yunnizhai,6759209057816904710,6884733376683592965,"My two car babies, Miata and cayman, (kinda dirty sorry🥺) and their aesthetic mods! 🥰  #car #porsche #miata #tiktokpartner #learnontiktok",1602976941,31,https://www.tiktok.com/@yunnizhai/video/6884733376683592965?lang=en,126700,1707,506,741200
luisillo53,6519963892741837824,6882251857331260677,Drive safe guys ❣️#fyp #carguy,1602399228,9,https://www.tiktok.com/@luisillo53/video/6882251857331260677?lang=en,97400,5472,644,543000
americandreeamm,6707344359010714629,6874235562199420165,these girls a different breed #Denim4all #SometimesIRun #MyArt #fyp #cuba #miami #florida,1600532701,59,https://www.tiktok.com/@americandreeamm/video/6874235562199420165?lang=en,189500,3259,1310,779600
stwbry.jenn,6805023040705037318,6884094649506614534,Me going to the gas station for snacks after a Halloween party #fyp #foryoupage #foryou #mazda #miata #jdm #anime #cargirl #cargirlsoftiktok #carguy,1602828314,16,https://www.tiktok.com/@stwbry.jenn/video/6884094649506614534?lang=en,329700,7817,2419,1600000
waterbodies,6776696414472897542,6880851446250638598,,1602073225,7,https://www.tiktok.com/@waterbodies/video/6880851446250638598?lang=en,59100,3146,295,423800
betsyy.nicole,20957494,6873888936867958022,Where my Latinos at🥰#fyp,1600451997,13,https://www.tiktok.com/@betsyy.nicole/video/6873888936867958022?lang=en,137400,3428,6561,575200
1araquinn,6684698967320069125,6881345300309495046,,1602188093,12,https://www.tiktok.com/@1araquinn/video/6881345300309495046?lang=en,462100,8565,3007,1500000
radkaylen1,6771285260116247557,6883269788659895557,,1602636172,8,https://www.tiktok.com/@radkaylen1/video/6883269788659895557?lang=en,103500,1060,730,474800
alyssachuchi,6797241768611742726,6881396910289095941,Bts,1602200108,18,https://www.tiktok.com/@alyssachuchi/video/6881396910289095941?lang=en,53900,919,501,244600
anthonyx23,6661327691567169542,6880967922165058821,#duet with @gattinicole,1602100224,13,https://www.tiktok.com/@anthonyx23/video/6880967922165058821?lang=en,241800,4210,2423,1000000
twincoast,6599257286425591813,6883259478435761410,SMOOTHIE BOWL with NO BANANAS 🍌 easy vegan recipe! #Boo #smoothie #smoothiebowl #easyrecipe #fyp #xyzbca #heathyrecipes #veganrecipes #twincoast,1602633739,26,https://www.tiktok.com/@twincoast/video/6883259478435761410?lang=en,718200,26200,4857,5300000
dumplingmonster420,6663229689799540742,6873976927590305029,Yeah ❤️ #fyp #333 #PumpkinSeason #tiktokdonttakethisdown #ihopethisdoesntgetonstraighttiktok,1600472482,10,https://www.tiktok.com/@dumplingmonster420/video/6873976927590305029?lang=en,429300,7811,5176,2100000
tala.exe,6746670876710749190,6879218545876552962,want to get to know my audience🥰 #csmajorsoftiktok #compsci #stem #womeninstem #coding #programming #techtok #tech,1601692885,34,https://www.tiktok.com/@tala.exe/video/6879218545876552962?lang=en,4575,174,276,63900
radburrit0,6784455723855987717,6876460705718013189,#fyp #VibeWithUs #TikTokCooks,1601050828,9,https://www.tiktok.com/@radburrit0/video/6876460705718013189?lang=en,288,1,3,18000
laurenisaaa,6666598991142371334,6882540306919607557,"LETS GO ,, I m ready ! !",1602466323,15,https://www.tiktok.com/@laurenisaaa/video/6882540306919607557?lang=en,46000,962,374,275200
jessicajudith2,7719282,6882107879806061830,🇩🇴 vs 🇵🇷 slang pt.3 #dominican #puertorican #slang,1602365645,50,https://www.tiktok.com/@jessicajudith2/video/6882107879806061830?lang=en,110500,1132,451,585800
crayzaves,6703218663250510854,6881331418010537222,#stitch with @gold_caviar,1602184857,8,https://www.tiktok.com/@crayzaves/video/6881331418010537222?lang=en,120300,6224,1969,749800
ecobifriendly,6667746698099474437,6881479017229241605,part 2 with a closer look on some arm and leg tips when dancing at parties 🥰✨ #dance #fyp #howto #Affirmations #razrfit,1602219258,48,https://www.tiktok.com/@ecobifriendly/video/6881479017229241605?lang=en,289700,9170,2178,1300000
ohhmyyjoshh,6702917595841053702,6876588571772407045,hella focused foo #fyp #VibeWithUs 🤠,1601080576,15,https://www.tiktok.com/@ohhmyyjoshh/video/6876588571772407045?lang=en,147500,2145,676,1200000
janicejd,6532063688206057474,6880939695040122117,POV: u ask a boricua where she’s from 🇵🇷 lyrics by: me ✍🏼 #puertorico #boricua  #latina #parati #puertoricancheck #singer #viral #fyp,1602093655,36,https://www.tiktok.com/@janicejd/video/6880939695040122117?lang=en,44500,1795,780,187200
noraly.craig,6793352571019363330,6879132499826461957,#fyp #forypurpag #parati #gringos #latinas,1601672881,12,https://www.tiktok.com/@noraly.craig/video/6879132499826461957?lang=en,138100,7339,2109,1100000
bynatichang,6762564681799320582,6881276543755095301,Reply to @michaeldsoler The other look was red/orange/yellow ❤️ #makeuptutorial #learnontiktok #makeupartist #makeupart #mua #makeuptutorials,1602172102,55,https://www.tiktok.com/@bynatichang/video/6881276543755095301?lang=en,468200,7331,1175,2000000
hotdongwater,6807940318076519429,6879514423384345861,If my manager sees this it’s a joke #fyp #foryoupage #sando #getthemontereychickenclub #CollegeGotMeLike,1601761800,11,https://www.tiktok.com/@hotdongwater/video/6879514423384345861?lang=en,122000,2872,530,614300
lukesgoldies,6786664648160904197,6880330661022960901,Time for their salt bath again. They’re more feisty right now idk why. #fish #goldfish #aquarium #fishkeeping,1601951858,21,https://www.tiktok.com/@lukesgoldies/video/6880330661022960901?lang=en,886200,16700,8500,6800000
fabiana_fossa,6809123801587532806,6876574562646117634,#perú #🇵🇪 #fyp,1601077286,20,https://www.tiktok.com/@fabiana_fossa/video/6876574562646117634?lang=en,21300,466,343,225100
jkitscole,6736656555289625606,6880780758592572677,#duet with @queer_josh I’m hollering y’all. Such good CONTENT,1602056889,59,https://www.tiktok.com/@jkitscole/video/6880780758592572677?lang=en,62100,2152,713,278500
taylorquitara,6736755875522954245,6880624983287106822,He is my style icon 🙌🏻 @sashimidan #tiktokfashionmonth #couplevideos #couplesfashion #razrfit #fallaesthetic,1602020381,12,https://www.tiktok.com/@taylorquitara/video/6880624983287106822?lang=en,25700,371,242,139500
glossygurl,6744868736824034309,6880668425266433286,Reply to @nadiaduckett cant wait for Halloween bihhhhh #foryoupage #xyzbca #fyp,1602030491,5,https://www.tiktok.com/@glossygurl/video/6880668425266433286?lang=en,233500,734,1727,1000000
lexaprobaby,6692029895914816517,6872785965195250950,this is so funny to me but hi my name is meribelle ! #fyp #fy #foryou #foryoupage,1600195193,14,https://www.tiktok.com/@lexaprobaby/video/6872785965195250950?lang=en,50400,79,304,236800
shmemmmy,6724101611553801222,6880323857903799558,side project check! #softwareengineer #softwaredeveloper #techinterview #computerscience #coding #womenintech,1601950266,58,https://www.tiktok.com/@shmemmmy/video/6880323857903799558?lang=en,50000,3263,782,380700
maferbuysse,6780007916176049158,6879884160564055301,Slow Sunday at work #bar #bartender #beach,1601847896,11,https://www.tiktok.com/@maferbuysse/video/6879884160564055301?lang=en,59100,598,270,454500
itslizzym,4288604,6879407015613959429,this is how much he venmoed me to get these things for him,1601736823,36,https://www.tiktok.com/@itslizzym/video/6879407015613959429?lang=en,122300,697,1408,772600
nicahults,6665098,6880001646034685189,@thesteezkneez for YOUUU,1601875296,15,https://www.tiktok.com/@nicahults/video/6880001646034685189?lang=en,1000000,14500,2413,6100000
tphrl,6656860796016066566,6876578049899384070,#duet with @scrambieggs hey Annagirl it’s me #thadreemteem,1601078129,41,https://www.tiktok.com/@tphrl/video/6876578049899384070?lang=en,926800,22100,10100,3100000
littlehandsbigheart,6736358085986157573,6879870161248210181,LinkedIn is the scariest social media platform no one can change my mind,1601844635,13,https://www.tiktok.com/@littlehandsbigheart/video/6879870161248210181?lang=en,1099,7,63,15500
anielaldiaz,6676153176821040133,6879413299318983941,,1601738283,15,https://www.tiktok.com/@anielaldiaz/video/6879413299318983941?lang=en,46800,116,80,227800
elizabeth.leap,197550757447913473,6872884362216590597,I once ran home bc I didn’t wanna go on an ice cream date with my guy friend #fyp #GhostPhotoshoot,1600218099,8,https://www.tiktok.com/@elizabeth.leap/video/6872884362216590597?lang=en,220000,12800,3251,1200000
taterttits,6782804677236933637,6879480663385345286,taking espresso like a shot is so Sexy and for what????? #lgbt #barista #foodservice #lesbian,1601753949,11,https://www.tiktok.com/@taterttits/video/6879480663385345286?lang=en,60100,344,141,330500
itshannahrae,6801915776603309061,6877793172357975302,this is the most wholesome sound on Tiktok #OriginalMusic #ImmuneUpVapeDown  #fyp #foryou,1601361135,8,https://www.tiktok.com/@itshannahrae/video/6877793172357975302?lang=en,708,7,13,8070
